Date,open,high,low,close,volume
2020-06-29,915.0,929.0,885.1,919.9,10260.0
2020-06-26,888.0,927.0,888.0,913.6,31587.0
2020-06-25,870.0,895.0,870.0,887.5,10091.0
2020-06-24,854.65,886.7,854.65,866.5,26956.0
2020-06-23,833.0,859.05,832.0,855.05,18101.0
2020-06-22,813.0,839.9,813.0,832.9,13591.0
2020-06-19,798.0,829.95,788.0,812.5,521707.0
2020-06-18,790.0,800.8,785.0,788.05,4185.0
2020-06-17,794.0,800.4,782.2,784.4,5464.0
2020-06-16,809.4,820.0,790.0,794.0,8381.0
2020-06-15,800.05,822.8,800.05,806.0,4650.0
2020-06-12,800.0,813.2,785.0,808.35,6727.0
2020-06-11,834.75,855.0,808.0,810.4,5631.0
2020-06-10,845.0,845.55,824.95,830.5,5721.0
2020-06-09,883.55,883.55,833.0,852.65,12670.0
2020-06-08,890.05,911.0,870.4,877.0,8506.0
2020-06-05,845.5,889.0,845.5,878.05,11632.0
2020-06-04,847.95,847.95,804.0,834.4,6890.0
2020-06-03,833.0,842.55,825.0,834.7,8069.0
2020-06-02,825.0,845.0,819.3,824.4,9316.0
2020-06-01,754.0,834.05,754.0,819.3,23820.0
2020-05-29,747.8,751.6,739.75,743.4,5370.0
2020-05-28,745.0,772.1,735.55,739.55,12699.0
2020-05-27,730.0,740.0,722.45,737.05,9151.0
2020-05-26,793.0,793.0,723.05,726.1,1056407.0
2020-05-22,752.0,757.4,729.05,730.15,11015.0
2020-05-21,775.0,795.0,747.15,750.75,7421.0
2020-05-20,787.0,789.0,755.3,775.15,6639.0
2020-05-19,814.95,814.95,765.95,786.2,10254.0
2020-05-18,820.0,824.4,796.6,800.35,4026.0
2020-05-15,844.15,844.15,821.0,822.3,6521.0
2020-05-14,845.0,863.15,833.4,836.1,4895.0
2020-05-13,899.95,899.95,853.45,856.05,3157.0
2020-05-12,867.6,867.6,851.0,853.65,1565.0
2020-05-11,860.0,871.1,848.05,867.95,3462.0
2020-05-08,864.55,867.2,840.4,848.15,1200.0
2020-05-07,860.1,872.15,856.75,859.5,877.0
2020-05-06,873.75,885.0,867.4,870.15,2886.0
2020-05-05,894.35,894.35,870.0,875.15,1132.0
2020-05-04,890.0,890.05,868.1,880.1,2631.0
2020-04-30,890.0,913.0,890.0,901.35,2901.0
2020-04-29,875.0,892.75,875.0,879.15,11229.0
2020-04-28,896.15,905.0,868.05,872.35,5567.0
2020-04-27,900.0,904.95,881.0,884.8,2347.0
2020-04-24,897.05,905.75,890.55,893.35,1827.0
2020-04-23,910.0,920.0,888.6,902.1,2202.0
2020-04-22,905.75,920.0,889.0,906.1,2491.0
2020-04-21,907.15,925.0,887.5,896.1,3310.0
2020-04-20,933.85,971.55,902.5,907.55,6113.0
2020-04-17,920.0,930.0,916.75,923.6,2743.0
2020-04-16,913.0,928.0,899.0,902.8,5043.0
2020-04-15,909.0,933.0,908.15,919.25,2462.0
2020-04-13,927.0,934.95,897.55,907.7,3511.0
2020-04-09,960.0,960.0,924.25,926.8,3067.0
2020-04-08,947.9,962.35,915.9,928.8,3413.0
2020-04-07,961.0,1100.0,910.0,934.3,5680.0
2020-04-03,940.0,948.9,895.0,931.75,2579.0
2020-04-01,967.0,967.0,906.35,923.5,1982.0
2020-03-31,884.0,948.95,868.5,932.65,2035.0
2020-03-30,860.0,890.0,825.0,882.6,14623.0
2020-03-27,874.9,914.0,840.0,853.1,5204.0
2020-03-26,836.0,870.35,835.0,860.45,3853.0
2020-03-25,800.0,847.3,795.0,835.85,3813.0
2020-03-24,867.3,890.7,824.1,827.9,3363.0
2020-03-23,920.0,994.15,809.95,870.1,47460.0
2020-03-20,929.0,972.0,855.1,958.8,5207.0
2020-03-19,900.0,923.85,830.0,893.0,5774.0
2020-03-18,960.0,960.0,900.1,906.35,4106.0
2020-03-17,964.1,975.0,920.05,947.7,3436.0
2020-03-16,953.0,1013.25,949.55,964.65,6816.0
2020-03-13,950.4104,955.5634,947.964,953.0,140322.0
2020-03-12,1098.0,1098.0,999.9,1038.15,9541.0
2020-03-11,1130.0,1143.65,1098.6,1109.85,4135.0
2020-03-09,1134.1831,1135.8987,1123.054,1130.0,401247.0
2020-03-06,1160.0,1225.8,1156.25,1193.9,1955.0
2020-03-05,1190.0,1190.0,1163.3,1180.35,956.0
2020-03-04,1175.0,1210.15,1152.1,1169.6,6282.0
2020-03-03,1198.6,1201.85,1155.85,1163.6,2834.0
2020-03-02,1218.0,1218.0,1187.5,1189.8,2679.0
2020-02-28,1187.0,1197.85,1178.55,1184.55,5361.0
2020-02-27,1195.0,1202.45,1190.0,1198.7,2957.0
2020-02-26,1203.8,1236.0,1192.0,1199.65,2263.0
2020-02-25,1204.1,1218.8,1195.9,1200.05,2750.0
2020-02-24,1238.0,1238.0,1190.0,1192.35,3091.0
2020-02-20,1209.0,1246.0,1209.0,1228.9,2390.0
2020-02-19,1206.55,1231.0,1202.8,1210.75,4072.0
2020-02-18,1223.95,1227.6,1200.65,1207.4,3312.0
2020-02-17,1248.0,1248.0,1212.75,1223.35,2949.0
2020-02-14,1277.8,1277.8,1230.15,1234.7,2652.0
2020-02-13,1275.4,1278.0,1226.55,1269.45,9553.0
2020-02-12,1340.5,1344.55,1261.0,1274.5,11387.0
2020-02-11,1355.9,1363.6,1325.4,1333.95,3600.0
2020-02-10,1329.0,1378.85,1321.0,1340.05,8534.0
2020-02-07,1325.6,1334.0,1317.55,1328.05,1410.0
2020-02-06,1338.0,1359.0,1300.0,1338.3,2316.0
2020-02-05,1315.0,1347.7,1315.0,1338.45,1870.0
2020-02-04,1295.4,1320.0,1295.0,1311.55,2609.0
2020-02-03,1295.25,1313.0,1285.9,1294.25,2023.0
2020-01-31,1341.75,1345.0,1296.65,1308.4,1784.0
2020-01-30,1339.0,1343.95,1325.0,1332.2,741.0
2020-01-29,1328.95,1354.0,1328.95,1341.35,1106.0
2020-01-28,1339.05,1349.6,1326.6,1329.6,961.0
2020-01-27,1315.0,1358.05,1313.4,1341.3,2248.0
2020-01-24,1315.3,1358.95,1305.1,1321.8,3238.0
2020-01-23,1304.05,1318.0,1302.0,1315.3,1391.0
2020-01-22,1311.0,1314.85,1299.95,1305.3,1041.0
2020-01-21,1282.5,1318.0,1271.1,1310.95,2013.0
2020-01-20,1310.0,1312.8,1282.45,1291.8,2457.0
2020-01-17,1309.95,1314.0,1294.0,1303.75,2067.0
2020-01-16,1335.0,1347.5,1296.15,1308.65,6203.0
